-0.0816707,0,0.0049,3.874
-0.160974,0,0.0049,3.874
-0.0757226,0,0.0049,3.874
0.170538,0,0.0049,3.874
0.574223,0,0.0049,3.874
1.13171,0,0.0049,3.874
1.83936,0,0.0049,3.874
2.69352,0,0.0049,3.874
3.69054,0,0.0049,3.874
4.82675,0,0.0049,3.874
6.09853,0,0.0049,3.874
7.50223,0,0.0049,3.874
9.03426,0,0.0049,3.874
10.691,0,0.0049,3.874
12.469,0,0.0049,3.874
14.3647,0,0.0049,3.874
16.3746,0,0.0049,3.874
18.4953,0,0.0049,3.874
20.7235,0,0.0049,3.874
23.0557,0,0.0049,3.874
25.4888,0,0.0049,3.874
28.0196,0,0.0049,3.874
30.6447,0,0.0049,3.874
33.3613,0,0.0049,3.874
36.1661,0,0.0049,3.874
39.0562,0,0.0049,3.874
42.0287,0,0.0049,3.874
45.0807,0,0.0049,3.874
48.2093,0,0.0049,3.874
51.4118,0,0.0049,3.874
54.6855,0,0.0049,3.874
58.0277,0,0.0049,3.874
61.4357,0,0.0049,3.874
64.9071,0,0.0049,3.874
68.4391,0,0.0049,3.874
72.0295,0,0.0049,3.874
75.6755,0,0.0049,3.874
79.375,0,0.0049,3.874
83.1254,0,0.0049,3.874
86.9243,0,0.0049,3.874
90.7695,0,0.0049,3.874
94.6584,0,0.0049,3.874
98.5889,0,0.0049,3.874
102.559,0,0.0049,3.874
106.55,0,0.0049,3.874
110.383,0,0.0049,3.874
113.896,0,0.0049,3.874
117.092,0,0.0049,3.874
119.974,0,0.0049,3.874
122.544,0,0.0049,3.874
124.805,0,0.0049,3.874
126.762,0,0.0049,3.874
128.416,0,0.0049,3.874
129.772,0,0.0049,3.874
130.833,0,0.0049,3.874
131.603,0,0.0049,3.874
132.088,0,0.0049,3.874
132.29,0,0.0049,3.874
132.215,0,0.0049,3.874
131.868,0,0.0049,3.874
131.254,0,0.0049,3.874
130.377,0,0.0049,3.874
129.245,0,0.0049,3.874
127.861,0,0.0049,3.874
126.232,0,0.0049,3.874
124.364,0,0.0049,3.874
122.263,0,0.0049,3.874
119.935,0,0.0049,3.874
117.386,0,0.0049,3.874
114.624,0,0.0049,3.874
111.654,0,0.0049,3.874
108.483,0,0.0049,3.874
105.117,0,0.0049,3.874
101.564,0,0.0049,3.874
98.0176,0,0.0049,3.874
94.6689,0,0.0049,3.874
91.5156,0,0.0049,3.874
88.5559,0,0.0049,3.874
85.7876,0,0.0049,3.874
83.2087,0,0.0049,3.874
80.8167,0,0.0049,3.874
78.6092,0,0.0049,3.874
76.5836,0,0.0049,3.874
74.7373,0,0.0049,3.874
73.0676,0,0.0049,3.874
71.5715,0,0.0049,3.874
70.2462,0,0.0049,3.874
69.0887,0,0.0049,3.874
68.0959,0,0.0049,3.874
67.2648,0,0.0049,3.874
66.5921,0,0.0049,3.874
66.0746,0,0.0049,3.874
65.709,0,0.0049,3.874
65.492,0,0.0049,3.874
65.4202,0,0.0049,3.874
65.4902,0,0.0049,3.874
65.6986,0,0.0049,3.874
66.0417,0,0.0049,3.874
66.5161,0,0.0049,3.874
67.1181,0,0.0049,3.874
67.8442,0,0.0049,3.874
68.6907,0,0.0049,3.874
69.6539,0,0.0049,3.874
70.73,0,0.0049,3.874
71.9154,0,0.0049,3.874
73.2062,0,0.0049,3.874
74.5985,0,0.0049,3.874
76.0886,0,0.0049,3.874
77.6725,0,0.0049,3.874
79.3464,0,0.0049,3.874
81.1063,0,0.0049,3.874
82.9482,0,0.0049,3.874
84.8681,0,0.0049,3.874
86.862,0,0.0049,3.874
88.9258,0,0.0049,3.874
91.0554,0,0.0049,3.874
93.2468,0,0.0049,3.874
95.4958,0,0.0049,3.874
97.7982,0,0.0049,3.874
100.15,0,0.0049,3.874
102.546,0,0.0049,3.874
104.969,0,0.0049,3.874
107.241,0,0.0049,3.874
109.204,0,0.0049,3.874
110.865,0,0.0049,3.874
112.23,0,0.0049,3.874
113.307,0,0.0049,3.874
114.102,0,0.0049,3.874
114.623,0,0.0049,3.874
114.877,0,0.0049,3.874
114.871,0,0.0049,3.874
114.613,0,0.0049,3.874
114.111,0,0.0049,3.874
113.371,0,0.0049,3.874
112.403,0,0.0049,3.874
111.212,0,0.0049,3.874
109.806,0,0.0049,3.874
108.186,0,0.0049,3.874
106.357,0,0.0049,3.874
104.323,0,0.0049,3.874
102.257,0,0.0049,3.874
100.328,0,0.0049,3.874
98.5381,0,0.0049,3.874
96.8862,0,0.0049,3.874
95.3725,0,0.0049,3.874
93.9968,0,0.0049,3.874
92.7586,0,0.0049,3.874
91.6573,0,0.0049,3.874
90.6921,0,0.0049,3.874
89.8619,0,0.0049,3.874
89.1658,0,0.0049,3.874
88.6025,0,0.0049,3.874
88.1707,0,0.0049,3.874
87.8689,0,0.0049,3.874
87.6955,0,0.0049,3.874
87.6488,0,0.0049,3.874
87.7273,0,0.0049,3.874
87.9289,0,0.0049,3.874
88.2517,0,0.0049,3.874
88.6939,0,0.0049,3.874
89.2533,0,0.0049,3.874
89.9278,0,0.0049,3.874
90.7152,0,0.0049,3.874
91.6133,0,0.0049,3.874
92.6198,0,0.0049,3.874
93.7324,0,0.0049,3.874
94.9485,0,0.0049,3.874
96.2659,0,0.0049,3.874
97.682,0,0.0049,3.874
99.1942,0,0.0049,3.874
100.8,0,0.0049,3.874
102.497,0,0.0049,3.874
104.282,0,0.0049,3.874
106.119,0,0.0049,3.874
107.818,0,0.0049,3.874
109.229,0,0.0049,3.874
110.356,0,0.0049,3.874
111.202,0,0.0049,3.874
111.773,0,0.0049,3.874
112.074,0,0.0049,3.874
112.109,0,0.0049,3.874
111.884,0,0.0049,3.874
111.403,0,0.0049,3.874
110.673,0,0.0049,3.874
109.698,0,0.0049,3.874
108.484,0,0.0049,3.874
107.038,0,0.0049,3.874
105.364,0,0.0049,3.874
103.515,0,0.0049,3.874
101.685,0,0.0049,3.874
100.013,0,0.0049,3.874
98.4974,0,0.0049,3.874
97.1363,0,0.0049,3.874
95.9269,0,0.0049,3.874
94.8666,0,0.0049,3.874
93.9529,0,0.0049,3.874
93.183,0,0.0049,3.874
92.554,0,0.0049,3.874
92.063,0,0.0049,3.874
91.7071,0,0.0049,3.874
91.4833,0,0.0049,3.874
91.3885,0,0.0049,3.874
91.4195,0,0.0049,3.874
91.5731,0,0.0049,3.874
91.8461,0,0.0049,3.874
92.2352,0,0.0049,3.874
92.7369,0,0.0049,3.874
93.348,0,0.0049,3.874
94.065,0,0.0049,3.874
94.8843,0,0.0049,3.874
95.8025,0,0.0049,3.874
96.8161,0,0.0049,3.874
97.9213,0,0.0049,3.874
99.1145,0,0.0049,3.874
100.392,0,0.0049,3.874
101.75,0,0.0049,3.874
103.186,0,0.0049,3.874
104.694,0,0.0049,3.874
106.091,0,0.0049,3.874
107.199,0,0.0049,3.874
108.025,0,0.0049,3.874
108.574,0,0.0049,3.874
108.855,0,0.0049,3.874
108.873,0,0.0049,3.874
108.635,0,0.0049,3.874
108.149,0,0.0049,3.874
107.422,0,0.0049,3.874
106.461,0,0.0049,3.874
105.273,0,0.0049,3.874
103.876,0,0.0049,3.874
102.448,0,0.0049,3.874
101.149,0,0.0049,3.874
99.9772,0,0.0049,3.874
98.9282,0,0.0049,3.874
97.9991,0,0.0049,3.874
97.1864,0,0.0049,3.874
96.4867,0,0.0049,3.874
95.8966,0,0.0049,3.874
95.4126,0,0.0049,3.874
95.0313,0,0.0049,3.874
94.7489,0,0.0049,3.874
94.5638,0,0.0049,3.874
94.4758,0,0.0049,3.874
94.4848,0,0.0049,3.874
94.5905,0,0.0049,3.874
94.7925,0,0.0049,3.874
95.0902,0,0.0049,3.874
95.483,0,0.0049,3.874
95.97,0,0.0049,3.874
96.5505,0,0.0049,3.874
97.2236,0,0.0049,3.874
97.9882,0,0.0049,3.874
98.8432,0,0.0049,3.874
99.7874,0,0.0049,3.874
100.82,0,0.0049,3.874
101.939,0,0.0049,3.874
103.143,0,0.0049,3.874
104.431,0,0.0049,3.874
105.785,0,0.0049,3.874
107.025,0,0.0049,3.874
107.992,0,0.0049,3.874
108.688,0,0.0049,3.874
109.117,0,0.0049,3.874
109.284,0,0.0049,3.874
109.192,0,0.0049,3.874
108.847,0,0.0049,3.874
108.251,0,0.0049,3.874
107.411,0,0.0049,3.874
106.331,0,0.0049,3.874
105.016,0,0.0049,3.874
103.608,0,0.0049,3.874
102.295,-0.112255,0.0049,3.874
101.122,-0.112255,0.0049,3.874
100.087,-0.112255,0.0049,3.874
99.1888,-0.112255,0.0049,3.874
98.4262,-0.112255,0.0049,3.874
97.7974,-0.112255,0.0049,3.874
97.3006,-0.112255,0.0049,3.874
96.934,-0.112255,0.0049,3.874
96.6954,-0.112255,0.0049,3.874
96.5829,-0.112255,0.0049,3.874
96.5941,-0.112255,0.0049,3.874
96.7269,-0.112255,0.0049,3.874
96.9789,-0.112255,0.0049,3.874
97.3476,-0.112255,0.0049,3.874
