0.0816706,0
0.324315,0
0.724358,0
1.2782,0
1.98221,0
2.83278,0
3.82626,0
4.95903,0
6.22748,0
7.62801,0
9.15705,0
10.811,0
12.5865,0
14.4799,0
16.4879,0
18.607,0
20.834,0
23.1654,0
25.5981,0
28.129,0
30.7547,0
33.4724,0
36.2789,0
39.1713,0
42.1467,0
45.2021,0
48.3349,0
51.5423,0
54.8215,0
58.1699,0
61.4218,0
64.4167,0
67.2229,0
69.9646,0
72.7058,0
75.2845,0
77.619,0
79.8769,0
82.2208,0
84.4834,0
86.4861,0
88.3303,0
90.1933,0
91.9872,0
93.5375,0
95.0098,0
96.5811,0
98.0704,0
99.3002,0
100.454,0
101.71,0
103.068,0
104.343,0
105.354,0
106.289,0
107.328,0
108.288,0
108.984,0
109.607,0
110.34,0
111.18,0
111.94,0
112.436,0
112.858,0
113.393,0
114.038,0
114.603,0
115.053,0
115.575,0
116.109,0
116.469,0
116.752,0
117.145,0
117.603,0
117.934,0
118.139,0
118.406,0
118.778,0
119.066,0
119.081,0
119.02,0
119.07,0
119.228,0
119.492,0
119.671,0
119.619,0
119.526,0
119.541,0
119.66,0
119.881,0
120.014,0
119.877,0
119.661,0
119.553,0
119.548,0
119.643,0
119.653,0
119.58,0
119.606,0
119.639,0
119.496,0
119.272,0
119.149,0
119.123,0
119.19,0
119.17,0
119.065,0
119.052,0
118.953,0
118.77,0
118.679,0
118.588,0
118.413,0
118.24,0
118.153,0
118.143,0
118.04,0
117.77,0
117.503,0
117.238,0
116.974,0
116.794,0
116.699,0
116.605,0
116.431,0
116.262,0
116.185,0
116.191,0
116.107,0
115.859,0
115.62,0
115.479,0
115.434,0
115.309,0
115.109,0
115.01,0
114.995,0
114.883,0
114.694,0
114.608,0
114.604,0
114.498,0
114.314,0
114.235,0
114.095,0
113.926,0
113.864,0
113.723,0
113.506,0
113.399,0
113.4,0
113.321,0
112.98,0
112.569,0
112.274,0
112.093,0
112.026,0
112.032,0
111.92,0
111.732,0
111.657,0
111.693,0
111.648,0
111.339,0
110.959,0
110.697,0
110.551,0
110.518,0
110.408,0
110.223,0
110.153,0
110.194,0
110.157,0
109.856,0
109.484,0
109.231,0
109.093,0
109.068,0
109.153,0
109.158,0
108.899,0
108.57,0
108.356,0
108.255,0
108.264,0
108.194,0
108.049,0
108.013,0
108.083,0
108.073,0
107.804,0
107.463,0
107.233,0
107.111,0
107.093,0
107.176,0
107.178,0
107.085,0
107.075,0
107.149,0
107.129,0
107.03,0
107.022,0
106.938,0
106.78,0
106.723,0
106.76,0
106.72,0
106.602,0
106.574,0
106.633,0
106.609,0
106.428,0
106.258,0.00941327
106.179,0.00941327
106.189,0.00941327
106.123,0.00941327
105.984,0.00941327
105.939,0.00941327
105.984,0.00941327
105.952,0.00941327
105.842,0.00941327
105.828,0.00941327
105.739,0.00941327
105.579,0.00941327
105.52,0.00941327
105.561,0.00941327
105.528,0.00941327
105.414,0.00941327
105.401,0.00941327
105.315,0.00941327
105.159,0.00941327
105.11,0.00941327
105.168,0.00941327
105.152,0.00941327
104.904,0.00941327
104.641,0.00941327
104.491,0.00941327
104.454,0.00941327
104.527,0.00941327
104.526,0.00941327
104.351,0.00941327
104.187,0.0202204
104.138,0.0202204
104.202,0.0202204
104.193,0.0202204
104.114,0.0202204
104.151,0.0202204
104.115,0.0202204
104.009,0.0202204
104.021,0.0202204
103.962,0.0202204
103.834,0.0202204
103.824,0.0202204
103.932,0.0202204
103.966,0.0202204
103.742,0.0202204
103.453,0.0202204
